Gene Symbol,gene_name,Direct Evidence,Inference Score
TFF2,7032,,14.71
TMEM221,100130519,,14.71
TNNT3,7140,,14.71
VWA5B1,127731,,14.71
ZNF3,7551,,14.71
ADAM18,8749,,14.7
ARIH2,10425,,14.7
BCL2L2,599,,14.7
EFNA3,1944,,14.7
EXOSC4,54512,,14.7
FAM110C,642273,,14.7
HERC2,8924,,14.7
HIF1AL,393376,,14.7
HSP90AA1,3320,,14.7
HYI,81888,,14.7
KCNJ15,3772,,14.7
NXNL1,115861,,14.7
RARS,104458,,14.7
RASD2,23551,,14.7
TM7SF3,51768,,14.7
ANO6,196527,,14.69
BLMH,642,,14.69
BUD31,8896,,14.69
CTCFLOS,74161,,14.69
FAIM2,23017,,14.69
GDE1,51573,,14.69
IMPDH1,3614,,14.69
KDM4D,55693,,14.69
KIF13A,63971,,14.69
LSM6,11157,,14.69
NOL6,65083,,14.69
OBSCN,84033,,14.69
OLFR166,259071,,14.69
OSBPL8,114882,,14.69
PTP4A3,11156,,14.69
TM6SF1,53346,,14.69
AQP2,359,,14.68
BIRC6,57448,,14.68
CEP85,64793,,14.68
DHX30,22907,,14.68
MCOLN3,55283,,14.68
MT1,17748,,14.68
PLAU,5328,,14.68
RASGRF2,5924,,14.68
RPL23A,6147,,14.68
RRP9,9136,,14.68
SCN9A,6335,,14.68
SNRNP25,79622,,14.68
SNX5,27131,,14.68
SRXN1,140809,,14.68
TK2,7084,,14.68
TMEM106C,79022,,14.68
TNS2,23371,,14.68
USPL1,10208,,14.68
WDR3,10885,,14.68
ZFP30,22835,,14.68
ZFP703,353310,,14.68
ZNF791,163049,,14.68
FASN,2194,,14.67
ID1,3397,,14.67
INSM2,84684,,14.67
LAMA5,3911,,14.67
LHX3,8022,,14.67
PRDM6,93166,,14.67
ZNF365,22891,,14.67
CHD2,1106,,14.66
RAMP3,10268,,14.66
AKR1C2,1646,,14.65
C6ORF47,57827,,14.65
CXCL8,3576,,14.65
EIF3A,8661,,14.65
MICAL3,57553,,14.65
S100A5,6276,,14.65
SAMM50,25813,,14.65
STX1B,112755,,14.65
TMEM94,9772,,14.65
UBASH3A,53347,,14.65
XPO5,57510,,14.65
YARS,107271,,14.65
ZBTB9,221504,,14.65
ADH1C,126,,14.64
FAM177A1,283635,,14.64
FER,2241,,14.64
METRN,79006,,14.64
NDUFAF6,137682,,14.64
ORC4,5000,,14.64
PTGES3,10728,,14.64
VCAM1,7412,,14.64
ZNF689,115509,,14.64
ASGR2,433,,14.63
CD3E,916,,14.63
CD44,960,,14.63
CITED1,4435,,14.63
CORO7,79585,,14.63
DERA,51071,,14.63
HDAC2,3066,,14.63
IFT57,55081,,14.63
KAZN,23254,,14.63
LYNX1,66004,,14.63
PUF60,22827,,14.63
RECQL,5965,,14.63
RPL41,6171,,14.63
SH3BGR,6450,,14.63
SH3BP4,23677,,14.63
SLC5A1,6523,,14.63
TMEM100,55273,,14.63
TXNRD2,10587,,14.63
WDR46,9277,,14.63
ADCYAP1,116,,14.62
GCLC,2729,,14.62
H2BC14,8342,,14.62
HMGN5,79366,,14.62
IL13,3596,,14.62
KAT14,57325,,14.62
NAA50,80218,,14.62
NELFE,7936,,14.62
NFE2L1,4779,,14.62
NRCAM,4897,,14.62
SCN3A,6328,,14.62
SENP6,26054,,14.62
SH3GL2,6456,,14.62
SNRPG,6637,,14.62
TBC1D16,125058,,14.62
TGM1,7051,,14.62
TMX1,81542,,14.62
ACSS3,79611,,14.61
ADSL,158,,14.61
CCNT2,905,,14.61
GABPB1,2553,,14.61
HOMER1,9456,,14.61
INS1,16333,,14.61
MAN2B2,23324,,14.61
MXRA8,54587,,14.61
RAB5C,5878,,14.61
RFK,55312,,14.61
SH3BP5,9467,,14.61
SMYD2,56950,,14.61
SURF4,6836,,14.61
TAF9,6880,,14.61
TNFB,554167,,14.61
TRAF3IP2,10758,,14.61
AIFM1,9131,,14.6
COL1A2,1278,,14.6
DCAF8,50717,,14.6
DUSP6,1848,,14.6
ENG,2022,,14.6
SELE,6401,,14.6
COA4,51287,,14.59
HSPD1,3329,,14.59
MAFF,23764,,14.59
MET,4233,,14.59
ACE,1636,,14.58
CP,1356,,14.58
EEF1E1-BLOC1S5,100526837,,14.58
HSF1,3297,,14.58
NOTCH2,4853,,14.58
SLC39A1,27173,,14.58
WT1,7490,,14.58
YWHAE,7531,,14.58
ZNF621,285268,,14.58
CLU,1191,,14.57
CREB1,1385,,14.57
ABCC9,10060,,14.56
APOA2,336,,14.56
CYCS,54205,,14.56
GALNT7,51809,,14.56
IGKV8-30,384419,,14.56
IL2,3558,,14.56
JAK2,3717,,14.56
RAB11A,8766,,14.56
RSPH14,27156,,14.56
SETX,23064,,14.56
TMEM222,84065,,14.56
TOX,9760,,14.56
TRIOBP,11078,,14.56
CHST3,9469,,14.55
CLASP2,23122,,14.55
EIF5A2,56648,,14.55
ERF,2077,,14.55
EYA4,2070,,14.55
FAM3C,10447,,14.55
LHX1,3975,,14.55
MARK3,4140,,14.55
MRPL45,84311,,14.55
NIT2,56954,,14.55
NMNAT1,64802,,14.55
NOVA1,4857,,14.55
NTSR1,4923,,14.55
PTBP2,58155,,14.55
RPL34,6164,,14.55
SLC30A3,7781,,14.55
SOCS5,9655,,14.55
SRGAP2,23380,,14.55
STK17A,9263,,14.55
VAPA,9218,,14.55
CPPED1,55313,,14.54
DCPS,28960,,14.54
DNAJB5,25822,,14.54
EGR1,1958,,14.54
ETF1,2107,,14.54
FBXL4,26235,,14.54
HLA-DMA,3108,,14.54
KDM5A,5927,,14.54
MBD4,8930,,14.54
MIDN,90007,,14.54
NANOS1,340719,,14.54
NIP7,51388,,14.54
NLRP12,91662,,14.54
OLFML1,283298,,14.54
SIDT2,51092,,14.54
SLC35G1,159371,,14.54
SPTLC3,55304,,14.54
TPD52L2,7165,,14.54
TUBB5,22154,,14.54
USP47,55031,,14.54
ALOX15,246,,14.53
CASP7,840,,14.53
GADD45A,1647,,14.53
IGF1,3479,,14.53
LAMB1,3912,,14.53
LIPE,3991,,14.53
MIR350,723921,,14.53
SLC16A6B,561766,,14.53
TMSB4Y,9087,,14.53
TNFAIP3,7128,,14.53
UBD,10537,,14.53
ZFP740,68744,,14.53
GCH2,64263,,14.52
LTF,4057,,14.52
MROH7,374977,,14.52
ZNF493,284443,,14.52
C3ORF38,285237,,14.51
C9ORF85,138241,,14.51
CYP2E1,1571,,14.51
RPL23A,6147,,14.51
APOA2,336,,14.5
DAF-16,172981,,14.5
DENND5A,23258,,14.5
FAM162B,221303,,14.5
FBXL15,79176,,14.5
GABRD,2563,,14.5
GSK3A,2931,,14.5
HCLS1,3059,,14.5
MAP2K4,6416,,14.5
MIR146A,406938,,14.5
MYCBP,26292,,14.5
NOD2,64127,,14.5
NR3C1,2908,,14.5
PHB1,5245,,14.5
RBBP4,5928,,14.5
RBFOX3,146713,,14.5
SDHAF4,135154,,14.5
SNRNP70,6625,,14.5
STAG1,10274,,14.5
TEAD4,7004,,14.5
TRABD2A,129293,,14.5
WDR61,80349,,14.5
ZNF438,220929,,14.5
ZSCAN9,7746,,14.5
ADAP2,55803,,14.49
ARL14EP,120534,,14.49
DNAJA3,9093,,14.49
FAM102B,284611,,14.49
GRHPR,9380,,14.49
GRK5,2869,,14.49
HABP2,3026,,14.49
IFNG1R,553965,,14.49
LCK,3932,,14.49
PAPSS2,9060,,14.49
SUI1,692637,,14.49
WNT1,7471,,14.49
BTBD11,121551,,14.48
C1GALT1C1,29071,,14.48
CDH6,1004,,14.48
CDK8,1024,,14.48
CELSR1,9620,,14.48
DRD2,1813,,14.48
ELK1,2002,,14.48
F3,2152,,14.48
FMO4,2329,,14.48
MIR669N,100316705,,14.48
PHACTR2,9749,,14.48
SLC16A4,9122,,14.48
SLN,6588,,14.48
ARHGEF4,50649,,14.47
CCDC22,28952,,14.47
CYP1A2,1544,,14.47
DNAH10,196385,,14.47
GSK3B,2932,,14.47
HAPLN1,1404,,14.47
LARS,107045,,14.47
MCOLN2,255231,,14.47
MFAP3L,9848,,14.47
MICALL1,85377,,14.47
NCK1,4690,,14.47
NTHL1,4913,,14.47
PEX19,5824,,14.47
PRICKLE2,166336,,14.47
SMURF2,64750,,14.47
TRPV4,59341,,14.47
TXNDC16,57544,,14.47
ZNF423,23090,,14.47
ALDH9A1,223,,14.46
FNBP4,23360,,14.46
MCFD2,90411,,14.46
PLA2G1B,5319,,14.46
PUF60,22827,,14.46
ST8SIA2,8128,,14.46
TCF7L1,83439,,14.46
ACADL,33,,14.45
ARRB2,409,,14.45
CDC37,11140,,14.45
DDIT3,1649,,14.45
IL7R,3575,,14.45
RPL39,6170,,14.45
SNX22,79856,,14.45
CRP,1401,,14.44
GSTE1,37106,,14.44
KCND3,3752,,14.44
MIR466,100423038,,14.44
MIR877,100126314,,14.44
SMPD3,55512,,14.44
TLR2,7097,,14.44
UGT1A4,54657,,14.44
CHCHD3,54927,,14.43
CKMT1B,1159,,14.43
CTNNB1,1499,,14.43
CYP1A3,100142632,,14.43
DAGLB,221955,,14.43
DHRS9,10170,,14.43
GID8,54994,,14.43
LYVE1,10894,,14.43
PGK2,5232,,14.43
PROL1,17830,,14.43
PSG1,5669,,14.43
PSMB3,5691,,14.43
RSC1A1,6248,,14.43
THBS3,7059,,14.43
ZNF480,147657,,14.43
ZNF488,118738,,14.43
ANKRD34B,340120,,14.42
AQP8,343,,14.42
BIDA,559425,,14.42
CD164,8763,,14.42
CFAP418,157657,,14.42
CYP-33C6,185591,,14.42
GRIN1,2902,,14.42
IGLJ3,28831,,14.42
MACROH2A1,9555,,14.42
NDUFV1,4723,,14.42
OPCML,4978,,14.42
PB1,100301806,,14.42
PGP-8,181277,,14.42
PNPLA1,285848,,14.42
RPS9,6203,,14.42
SLC25A15,10166,,14.42
SLC8A1,6546,,14.42
SP9,100131390,,14.42
TSPAN33,340348,,14.42
UQCRQ,27089,,14.42
ZNF214,7761,,14.42
AQP9,366,,14.41
AXIN1,8312,,14.41
ESRRA,2101,,14.41
FN3K,64122,,14.41
HAS2,3037,,14.41
IL17RA,23765,,14.41
MAN2B1,4125,,14.41
MAP1,109953,,14.41
MIR1949,100316700,,14.41
MIR3085,113839520,,14.41
MIS18A,54069,,14.41
MKNK1,8569,,14.41
PCYT1A,5130,,14.41
PTN,5764,,14.41
RPS25,6230,,14.41
TPPP3,51673,,14.41
UMODL1,89766,,14.41
UQCRB,7381,,14.41
ATG10,83734,,14.4
BACH1,571,,14.4
BRD3,8019,,14.4
CD1C,911,,14.4
GDI1,2664,,14.4
IGFBP7,3490,,14.4
LARP6,55323,,14.4
OSER1,51526,,14.4
PLLP,51090,,14.4
REN1,19701,,14.4
RFFL,117584,,14.4
SLC48A1,55652,,14.4
TEFA,30674,,14.4
TMEM45A,55076,,14.4
TMEM47,83604,,14.4
USP25,29761,,14.4
ZNF544,27300,,14.4
CIDEB,27141,,14.39
FUS,2521,,14.39
GABARAP,11337,,14.39
LY6H,4062,,14.39
MIR743B,100124496,,14.39
PRKAR2AA,556042,,14.39
SAA,111345,,14.39
SOX11A,30602,,14.39
VCAM1,7412,,14.39
WDR77,79084,,14.39
ADGRE4P,326342,,14.38
ALDH18A1,5832,,14.38
CED-9,3565776,,14.38
CYP3A23-3A1,25642,,14.38
DEFB24,641632,,14.38
GRK2,156,,14.38
LINC00301,283197,,14.38
PRG1,23574,,14.38
PSMD13,5719,,14.38
SLC38A11,151258,,14.38
SLC9A3R2,9351,,14.38
SNORA64,26784,,14.38
STK17A,9263,,14.38
ALB,213,,14.37
ARHGEF12,23365,,14.37
ATXN2,6311,,14.37
DHRS12,79758,,14.37
EDN1,1906,,14.37
FAM27E3,100131997,,14.37
H2AC7,3013,,14.37
OBP1F,192267,,14.37
RABL2A,11159,,14.37
SNRPG,6637,,14.37
ZNF239,8187,,14.37
ZP2.3,114439,,14.37
ACP5A,406801,,14.36
ADH,3771877,,14.36
AHSA2,268390,,14.36
ATP1B2B,114457,,14.36
BCL9,607,,14.36
CLCN5,1184,,14.36
DEFA6,1671,,14.36
DHRS3B,450050,,14.36
EPHA2A,30689,,14.36
HPF1,54969,,14.36
HSP83,38389,,14.36
LY49SI2,494207,,14.36
MAGED4B,81557,,14.36
MIR1469,100302258,,14.36
MIR377,494326,,14.36
SCGB2A1,4246,,14.36
SLC22A24,283238,,14.36
SNORD73A,8944,,14.36
SPINK7,84651,,14.36
ST20,400410,,14.36
TCL1B1,27379,,14.36
TYMP,1890,,14.36
WHAMMP3,339005,,14.36
ZFP101,22643,,14.36
ZMYM1,79830,,14.36
ZNF580,51157,,14.36
AFF3,3899,,14.35
ANKRD61,100310846,,14.35
BATF3,55509,,14.35
C8ORF44,56260,,14.35
CA11,770,,14.35
CARMN,728264,,14.35
CNBD1,168975,,14.35
DAK,105264650,,14.35
DAO.1,619259,,14.35
EXOC3L,277978,,14.35
HAPLN1A,493635,,14.35
HSP-4,174203,,14.35
HSP68,42852,,14.35
MIR129,387148,,14.35
MIR181B1,406955,,14.35
NAA38,84316,,14.35
PSG8,440533,,14.35
PTGDSB.1,336492,,14.35
RASGRP1,10125,,14.35
RT1-S2,24994,,14.35
SLC47A3,101886448,,14.35
SPDYE8,728524,,14.35
STFA3,20863,,14.35
TACC3,10460,,14.35
TMEM190,147744,,14.35
TRAPPC6A,79090,,14.35
TRIM61,391712,,14.35
TTC24,164118,,14.35
UFM1,51569,,14.35
ULBP3,79465,,14.35
WASA,571256,,14.35
WDR88,126248,,14.35
XLR3A,22445,,14.35
ZSWIM3,140831,,14.35
AKP3,11648,,14.34
AQP12,208760,,14.34
ATP6V0E2-AS1,401431,,14.34
BHLHA15,168620,,14.34
C20ORF96,140680,,14.34
CACNA1FB,559964,,14.34
CAMK1GA,335654,,14.34
CT45A5,441521,,14.34
DNAJC5G,285126,,14.34
DOT1L,84444,,14.34
EXOC4,60412,,14.34
FAM198B,422413,,14.34
GPD1B,325181,,14.34
GPR152,390212,,14.34
H4C13,8368,,14.34
HNF1B,6928,,14.34
HSD17B7P2,158160,,14.34
LRPAP1,4043,,14.34
MCU,90550,,14.34
MIDEASB,560411,,14.34
MIR153,387171,,14.34
MIR712,100124490,,14.34
NPTNB,403006,,14.34
NPTX1L,405872,,14.34
PCMTD1,115294,,14.34
PI15A,561978,,14.34
PITPNAA,393909,,14.34
PLIN,100270785,,14.34
POTEC,388468,,14.34
PPP2R2C,5522,,14.34
RAB39,270160,,14.34
RALB,5899,,14.34
RBMS2B,445147,,14.34
RGD1307443,361244,,14.34
RGD1565611,497957,,14.34
RGSL1,353299,,14.34
RPL23AP32,56969,,14.34
RT1-N2,360323,,14.34
SAMSN1A,336695,,14.34
SDC3,9672,,14.34
SNORA3B,677826,,14.34
SSTR5-AS1,146336,,14.34
TAK1,39659,,14.34
TRIML1,339976,,14.34
WIBG,692986,,14.34
WNT7AA,565714,,14.34
ZFP870,240066,,14.34
ZNF114,163071,,14.34
ADAM15,8751,,14.33
ADM2A,403114,,14.33
ASB17,127247,,14.33
BRD8,10902,,14.33
BRE,247927,,14.33
C2ORF27A,29798,,14.33
CHDH,55349,,14.33
CYBASC3,100415396,,14.33
DEFA29,13218,,14.33
DOCK9B,100151488,,14.33
EXOSC5,56915,,14.33
FENDRR,400550,,14.33
GALNT7,51809,,14.33
GST-6,173841,,14.33
GSTA.1,406703,,14.33
HIST2H2AA2,690131,,14.33
KPNB3,569455,,14.33
KYAT3,56267,,14.33
LGALS3B,325599,,14.33
LIMS2,55679,,14.33
LINC00312,29931,,14.33
MIR216B,100126319,,14.33
MLF1,4291,,14.33
NADK2,133686,,14.33
NOVA1,4857,,14.33
OLR1070,366816,,14.33
PIAS3,10401,,14.33
PPYR1,32453,,14.33
PRL5A1,28078,,14.33
PRR12B,557848,,14.33
PTCHD3,374308,,14.33
PTPN23A,100007322,,14.33
PTPN4A,368448,,14.33
RGD1560010,310537,,14.33
RHOX9,104384,,14.33
RPL34,6164,,14.33
RPSAP52,204010,,14.33
RT1-CE7,368153,,14.33
RT1-M6-1,414785,,14.33
RUSC1-AS1,284618,,14.33
SIDT2,51092,,14.33
SLC1A3A,323439,,14.33
SMKR1,100287482,,14.33
SNORA80E,677823,,14.33
SNRNP70,6625,,14.33
SPG7,6687,,14.33
TLK2,11011,,14.33
TPT1-AS1,100190939,,14.33
TTC28,23331,,14.33
TTC39C,125488,,14.33
USP30-AS1,100131733,,14.33
ZFP11,22648,,14.33
ATAD3C,219293,,14.32
ATP6V1C1A,368907,,14.32
C1GALT1C1L,728819,,14.32
CCDC130,67736,,14.32
CEACAM12,67315,,14.32
CFTR,1080,,14.32
GJA1,2697,,14.32
GPM6AB,407734,,14.32
HOXC12,3228,,14.32
HSFY2,159119,,14.32
IFNZ,319146,,14.32
IL3,3562,,14.32
KCNK17,89822,,14.32
LINC00528,200298,,14.32
MIR466D,100124465,,14.32
NOS3,4846,,14.32
NPC1L1,29881,,14.32
OLFR1036,258245,,14.32
OLFR974,259111,,14.32
PCDHGB2,56103,,14.32
PDCD4B,321061,,14.32
PIEZO2,63895,,14.32
PIRA6,18729,,14.32
PLA2G5,5322,,14.32
PRL3D4,24282,,14.32
PRRX1A,406431,,14.32
R3HDML,140902,,14.32
SEK-1,181043,,14.32
SLC36A3,285641,,14.32
TSSK3,81629,,14.32
TTC39B,158219,,14.32
ZFP105,22646,,14.32
ZFP248,72720,,14.32
ZFP982,195531,,14.32
ZGLP1,100125288,,14.32
ZNF648,127665,,14.32
BAK1,578,,14.31
C17ORF64,124773,,14.31
EXO1,9156,,14.31
FUCA1.1,335494,,14.31
GFAP,2670,,14.31
HNRNPH1L,321556,,14.31
MFGE8A,541486,,14.31
MIR92A2,407049,,14.31
OLFR1480,404339,,14.31
OPTC,26254,,14.31
PRL5A2,691469,,14.31
RBM39A,406251,,14.31
RNF216P1,441191,,14.31
SCARNA15,677778,,14.31
SELENOO1,558648,,14.31
TEAD1B,100006454,,14.31
YWHABB,406419,,14.31
CCDC144CP,348254,,14.3
DNAAF8,146562,,14.3
ELOA3BP,728929,,14.3
FOXD4L1,200350,,14.3
IGK-V28,16114,,14.3
LINC00964,157381,,14.3
MIR3580,100526639,,14.3
OLFR558,259097,,14.3
OR1L8,138881,,14.3
RGD1560687,500804,,14.3
ATPIF1,11983,,14.29
CD14,929,,14.29
GJA5,2702,,14.29
HADHAB,793834,,14.29
HLA-DRB1,3123,,14.29
HSP-16.41,178660,,14.29
LCE1H,67718,,14.29
OLFR92,258448,,14.29
PRCP,5547,,14.29
SPINT1,6692,,14.29
SUGT1P1,441394,,14.29
TAS2R129,387354,,14.29
TFEC,22797,,14.29
TRAM2-AS1,401264,,14.29
ABCB4,5244,,14.28
ALG1L,200810,,14.28
C17H6ORF52,498729,,14.28
C20ORF144,128864,,14.28
C4A,720,,14.28
CCR1L1,12770,,14.28
EEF2L2,336168,,14.28
FAM160A1,102874937,,14.28
IDH3B,3420,,14.28
IL32,9235,,14.28
IRAK1,3654,,14.28
MASP2,10747,,14.28
MMP1,4312,,14.28
OLFR59,18359,,14.28
POTEJ,653781,,14.28
PRCP,5547,,14.28
PRMT3,10196,,14.28
PWAR6,100506965,,14.28
RGS19,10287,,14.28
SDK1A,558391,,14.28
SNORD77,692197,,14.28
SPOCK1,6695,,14.28
TERA,100305145,,14.28
ZFP940,233057,,14.28
ZFP964,636741,,14.28
B4GALT6,9331,,14.27
BCO1,53630,,14.27
CAPZA1,829,,14.27
CENPJ,55835,,14.27
GAS2L3,283431,,14.27
GMNN,51053,,14.27
HIF1A,3091,,14.27
MIR378E,100616498,,14.27
NAB1,4664,,14.27
OLFR1462,258688,,14.27
OLFR642,258326,,14.27
PIM2,11040,,14.27
PPL,5493,,14.27
PPP1CAB,327301,,14.27
RGD1359290,360649,,14.27
RIPOR2,9750,,14.27
SLC35F2,54733,,14.27
SLCO1B7,338821,,14.27
SNRPA,6626,,14.27
TMED3,23423,,14.27
UBE2K,3093,,14.27
AGT,183,,14.26
ATP11A,23250,,14.26
CFL1P1,142913,,14.26
CPEB3,22849,,14.26
CXCR2,3579,,14.26
DEFB33,654453,,14.26
FAM24A,118670,,14.26
GNA15,2769,,14.26
KAT6A,7994,,14.26
NIPAL2,79815,,14.26
NRBP2,340371,,14.26
OLFR297,258611,,14.26
REV3L,5980,,14.26
RGD1308601,307249,,14.26
RGD1560394,289728,,14.26
RPL23AP53,644128,,14.26
SEC63,11231,,14.26
SNORD97,692223,,14.26
TPPP3,51673,,14.26
TREX1,11277,,14.26
VMN1R26,171190,,14.26
YPEL1,29799,,14.26
BCO2L,84041,,14.25
CCDC159,126075,,14.25
CD302,9936,,14.25
CLU,1191,,14.25
CTDSPL,10217,,14.25
CTS6,58518,,14.25
IBSP,3381,,14.25
NBR1,4077,,14.25
NPHP4,261734,,14.25
OR2T4,127074,,14.25
PLEC,5339,,14.25
RGD1305350,313699,,14.25
RGD1566386,304336,,14.25
RPS19,6223,,14.25
SCARB1,949,,14.25
TCL1,21432,,14.25
TSPAN10,83882,,14.25
C2ORF50,130813,,14.24
KRTAP5-AS1,338651,,14.24
OLFR433,258712,,14.24
PRRT3,285368,,14.24
RPS19BP1,91582,,14.24
SLC14A1,6563,,14.24
TRIM68,55128,,14.24
ZBTB3,79842,,14.24
ALDH7A1,501,,14.23
CYP27C1,339761,,14.23
DYNC1I1,1780,,14.23
CRYGS,1427,,14.22
SBK1,388228,,14.22
STAC3,246329,,14.22
TNFSF13B,10673,,14.22
TRBC2,28638,,14.22
USP10,9100,,14.22
ZNF770,54989,,14.22
AGR3,155465,,14.21
EXD3,54932,,14.21
FXYD3,5349,,14.21
GATA1,2623,,14.21
HACD3,51495,,14.21
LINC00261,140828,,14.21
NDUFA7,4701,,14.21
PABPN1,8106,,14.21
PBX3,5090,,14.21
PSKH1,5681,,14.21
RCL1,10171,,14.21
SMARCC1,6599,,14.21
THPO,7066,,14.21
TMEM178,68027,,14.21
TRPC3,7222,,14.21
TSPAN18,90139,,14.21
ZNF211,10520,,14.21
ADSL,158,,14.2
ALKBH4,54784,,14.2
ANXA10,11199,,14.2
ARAF,369,,14.2
ARL1,400,,14.2
ATXN2,6311,,14.2
BPHL,670,,14.2
BPTF,2186,,14.2
COLCA2,120376,,14.2
FZD2,2535,,14.2
KBTBD11,9920,,14.2
LRRC8D,55144,,14.2
NACA,4666,,14.2
SERPINA10,51156,,14.2
SLC24A3,57419,,14.2
SLFN5,162394,,14.2
SNRPG,6637,,14.2
SNU13,4809,,14.2
SOWAHC,65124,,14.2
STIL,6491,,14.2
ZNF606,80095,,14.2
COL1A1,1277,,14.19
CTAG1A,246100,,14.19
INE1,8552,,14.19
MOGAT1,116255,,14.19
PAMR1,25891,,14.19
PLGLB1,5343,,14.19
PTPRF,5792,,14.19
SERTAD2,9792,,14.19
ACOT13,55856,,14.18
SMURF2,64750,,14.18
TNFSF13,8741,,14.18
CD5L,922,,14.17
EPD,30199,,14.17
FIS1,51024,,14.17
MIR133C,102465170,,14.17
SNRPB,6628,,14.17
TFDP1,7027,,14.17
TMCC3,57458,,14.17
TNFRSF1A,7132,,14.17
XDH,7498,,14.17
ZNF408,79797,,14.17
ANKHD1,54882,,14.16
CAR12,76459,,14.16
CLEC9A,283420,,14.16
CYP46A1,10858,,14.16
FAM183B,75429,,14.16
FNDC7,163479,,14.16
GRIK5,2901,,14.16
MIR195,406971,,14.16
NLRP10,338322,,14.16
NOVA1,4857,,14.16
RPL26,6154,,14.16
SNHG4,724102,,14.16
TRP53INP1,60599,,14.16
ANXA8L1,728113,,14.15
APCDD1,147495,,14.15
C12ORF29,91298,,14.15
C1QL4,338761,,14.15
CYP4B1,1580,,14.15
DEFA5,1670,,14.15
DYNLT3,6990,,14.15
FAM24B,196792,,14.15
FTX,100302692,,14.15
IPO7,10527,,14.15
KIF21A,55605,,14.15
KRT25,147183,,14.15
PTPRR,5801,,14.15
RT1-CE16,414819,,14.15
RWDD4,201965,,14.15
SLAMF6,114836,,14.15
SLC66A1L,152078,,14.15
TEN1,100134934,,14.15
THRB,7068,,14.15
TMEM255B,348013,,14.15
VPREB1,7441,,14.15
ZNF432,9668,,14.15
BCL6B,255877,,14.14
COX8A,1351,,14.14
DAPK2,23604,,14.14
DPPA3,359787,,14.14
GATD3A,28295,,14.14
GGCT,79017,,14.14
HNMT,3176,,14.14
NPHS1,4868,,14.14
PSMC4,5704,,14.14
RPS13,6207,,14.14
SOX2-OT,347689,,14.14
UGT2A3,79799,,14.14
ZCRB1,85437,,14.14
BAD,572,,14.13
BPTF,2186,,14.13
CAPN6,827,,14.13
CDK12,51755,,14.13
FANCC,2176,,14.13
FGF2,2247,,14.13
ISL1,3670,,14.13
JADE3,9767,,14.13
LHFPL6,10186,,14.13
MYL2,4633,,14.13
NDUFA1,4694,,14.13
OLFML2A,169611,,14.13
RGS17,26575,,14.13
RNF166,115992,,14.13
RNF43,54894,,14.13
RPLP2,6181,,14.13
SERTAD2,9792,,14.13
SLC25A36,55186,,14.13
TCERG1,10915,,14.13
TEK,7010,,14.13
ZNF32,7580,,14.13
ADIPOR1,51094,,14.12
AKTIP,64400,,14.12
BEX2,84707,,14.12
BNIPL,149428,,14.12
CIAO1,9391,,14.12
CREB3L2,64764,,14.12
CYP2A12,13085,,14.12
DNAJA3,9093,,14.12
GOT2,2806,,14.12
IL4,3565,,14.12
MIR6215,102465145,,14.12
PSME2,5721,,14.12
RRAGC,64121,,14.12
SARAF,51669,,14.12
SLC9A1,6548,,14.12
TCRA,21473,,14.12
APOE,348,,14.11
C4ORF3,401152,,14.11
CPT1A,1374,,14.11
EMC10,284361,,14.11
GJC1,10052,,14.11
IARS1,3376,,14.11
VPS37D,155382,,14.11
FASLG,356,,14.1
KDM4B,23030,,14.1
MICOS13,125988,,14.1
NAA38,84316,,14.1
PCBP2,5094,,14.1
RASL11A,387496,,14.1
SDR39U1,56948,,14.1
SMAD9,4093,,14.1
TPRG1L,127262,,14.1
UQCRFS1,7386,,14.1
VAV1,7409,,14.1
AIRE,326,,14.09
ALX4,60529,,14.09
ATP6V1C1,528,,14.09
CHST13,166012,,14.09
COMMD1,150684,,14.09
FCSK,197258,,14.09
G6PD,2539,,14.09
HAAO,23498,,14.09
LRRC51,120356739,,14.09
RINL,126432,,14.09
TTLL4,9654,,14.09
ZNF330,27309,,14.09
ASPH,444,,14.08
DPP9,91039,,14.08
FGF2,2247,,14.08
HOXA5,3202,,14.08
LAMC1,3915,,14.08
LHCGR,3973,,14.08
NBPF10,100132406,,14.08
NBR1,4077,,14.08
NUMB,8650,,14.08
POLDIP3,84271,,14.08
PTCD2,79810,,14.08
RPL37,6167,,14.08
RPS9,6203,,14.08
SAR1B,51128,,14.08
SIPA1L1,26037,,14.08
SUSD2,56241,,14.08
UQCRB,7381,,14.08
USP35,57558,,14.08
B3GALNT1,8706,,14.07
CNN1,1264,,14.07
DOCK10,55619,,14.07
DSCC1,79075,,14.07
ESPN,83715,,14.07
GBP4,115361,,14.07
HACD1,9200,,14.07
IL2,3558,,14.07
MIR1915HG,399726,,14.07
PGRMC2,10424,,14.07
PSME2,5721,,14.07
RAB11FIP1,80223,,14.07
SLC25A40,55972,,14.07
TSPAN5,10098,,14.07
UGT2B11,10720,,14.07
AKR1A1,10327,,14.06
B3GNT2,10678,,14.06
F12,2161,,14.06
FOXA3,3171,,14.06
HSD3B5,15496,,14.06
LYPD1,116372,,14.06
NUP98,4928,,14.06
RBM8A,9939,,14.06
RPL30,6156,,14.06
BCKDK,10295,,14.05
IRX3,79191,,14.05
MAOA,4128,,14.05
NOS2,4843,,14.05
SORL1,6653,,14.05
THY1,7070,,14.05
TMC6,11322,,14.05
BAD,572,,14.04
CD59,966,,14.04
H1F0,14958,,14.04
MMP9,4318,,14.04
