DrugBank ID,Name,Drug Groups,SMILES
DB11978,Glasdegib,approved; investigational,CN1CC[C@H](C[C@@H]1C1=NC2=CC=CC=C2N1)NC(=O)NC1=CC=C(C=C1)C#N
DB11979,Elagolix,approved; investigational,COC1=CC=CC(=C1F)C1=C(C)N(CC2=C(C=CC=C2F)C(F)(F)F)C(=O)N(C[C@H](NCCCC(O)=O)C2=CC=CC=C2)C1=O
DB11986,Entrectinib,approved; investigational,CN1CCN(CC1)C1=CC=C(C(=O)NC2=NNC3=CC=C(CC4=CC(F)=CC(F)=C4)C=C23)C(NC2CCOCC2)=C1
DB11989,Benznidazole,approved; investigational,[O-][N+](=O)C1=NC=CN1CC(=O)NCC1=CC=CC=C1
DB11994,Diacerein,approved; investigational,CC(=O)OC1=CC=CC2=C1C(=O)C1=C(OC(C)=O)C=C(C=C1C2=O)C(O)=O
DB11995,Avatrombopag,approved; investigational,OC(=O)C1CCN(CC1)C1=C(Cl)C=C(C=N1)C(=O)NC1=NC(C2=CC(Cl)=CS2)=C(S1)N1CCN(CC1)C1CCCCC1
DB12001,Abemaciclib,approved; investigational,CCN1CCN(CC2=CC=C(NC3=NC=C(F)C(=N3)C3=CC(F)=C4N=C(C)N(C(C)C)C4=C3)N=C2)CC1
DB12010,Fostamatinib,approved; investigational,COC1=CC(NC2=NC=C(F)C(NC3=NC4=C(OC(C)(C)C(=O)N4COP(O)(O)=O)C=C3)=N2)=CC(OC)=C1OC
DB12015,Alpelisib,approved; investigational,CC1=C(SC(NC(=O)N2CCC[C@H]2C(N)=O)=N1)C1=CC(=NC=C1)C(C)(C)C(F)(F)F
DB12020,Tecovirimat,approved; investigational,FC(F)(F)C1=CC=C(C=C1)C(=O)NN1C(=O)[C@H]2[C@H]([C@H]3C=C[C@@H]2[C@@H]2C[C@H]32)C1=O
DB12026,Voxilaprevir,approved; investigational,CC[C@@H]1[C@@H]2CN([C@@H]1C(=O)N[C@@]1(C[C@H]1C(F)F)C(=O)NS(=O)(=O)C1(C)CC1)C(=O)[C@@H](NC(=O)O[C@@H]1C[C@H]1CCCCC(F)(F)C1=C(O2)N=C2C=C(OC)C=CC2=N1)C(C)(C)C
DB12035,Sarecycline,approved; investigational,[H][C@@]12CC3=C(CN(C)OC)C=CC(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2
DB12070,Letermovir,approved; investigational,COC1=CC=CC(=C1)N1CCN(CC1)C1=NC2=C(C=CC=C2F)[C@H](CC(O)=O)N1C1=CC(=CC=C1OC)C(F)(F)F
DB12091,Gadolinium,approved; investigational,[Gd]
DB12095,Telotristat ethyl,approved; investigational,CCOC(=O)[C@@H](N)CC1=CC=C(C=C1)C1=NC(N)=NC(O[C@H](C2=CC=C(Cl)C=C2N2C=CC(C)=N2)C(F)(F)F)=C1
DB12097,Mannitol busulfan,approved; investigational,CS(=O)(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)COS(C)(=O)=O
DB12107,Vaborbactam,approved; investigational,OB1O[C@H](CC(O)=O)CC[C@@H]1NC(=O)CC1=CC=CS1
DB12127,Sultamicillin,approved; investigational,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OCOC(=O)[C@@H]1N2C(=O)C[C@@]2([H])S(=O)(=O)C1(C)C
DB12130,Lorlatinib,approved; investigational,C[C@H]1OC2=C(N)N=CC(=C2)C2=C(C#N)N(C)N=C2CN(C)C(=O)C2=C1C=C(F)C=C2
DB12141,Gilteritinib,approved; investigational,CCC1=C(NC2CCOCC2)N=C(NC2=CC=C(N3CCC(CC3)N3CCN(C)CC3)C(OC)=C2)C(=N1)C(N)=O
DB12147,Erdafitinib,approved; investigational,COC1=CC(=CC(OC)=C1)N(CCNC(C)C)C1=CC=C2N=CC(=NC2=C1)C1=CN(C)N=C1
DB12153,Citicoline,approved; experimental,C[N+](C)(C)CCOP([O-])(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O
DB12161,Deutetrabenazine,approved; investigational,[2H]C([2H])([2H])OC1=CC2=C(C=C1OC([2H])([2H])[2H])[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2
DB12243,Edaravone,approved; investigational,CC1=NN(C(=O)C1)C1=CC=CC=C1
DB12245,Triclabendazole,approved; investigational,CSC1=NC2=C(N1)C=C(Cl)C(OC1=CC=CC(Cl)=C1Cl)=C2
DB12267,Brigatinib,approved; investigational,COC1=CC(=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1)N1CCC(CC1)N1CCN(C)CC1
DB12278,Propiverine,approved; investigational,CCCOC(C(=O)OC1CCN(C)CC1)(C1=CC=CC=C1)C1=CC=CC=C1
DB12293,Nefopam,approved; investigational,CN1CCOC(C2=CC=CC=C2)C2=CC=CC=C2C1
DB12300,P-nitrobiphenyl,approved; experimental; investigational,O=N(=O)C1=CC=C(C=C1)C1=CC=CC=C1
DB12301,Doravirine,approved; investigational,CN1C(=O)NN=C1CN1C=CC(=C(OC2=CC(=CC(Cl)=C2)C#N)C1=O)C(F)(F)F
DB12313,Dopexamine,approved; investigational,OC1=C(O)C=C(CCNCCCCCCNCCC2=CC=CC=C2)C=C1
DB12328,Cantharidin,approved; investigational,[H][C@]12CC[C@]([H])(O1)[C@]1(C)C(=O)OC(=O)[C@]21C
DB12329,Eravacycline,approved; investigational,[H][C@@]12CC3=C(F)C=C(NC(=O)CN4CCCC4)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2
DB12332,Rucaparib,approved; investigational,CNCC1=CC=C(C=C1)C1=C2CCNC(=O)C3=C2C(N1)=CC(F)=C3
DB12343,Temocillin,approved; investigational,CO[C@]1(NC(=O)C(C(O)=O)C2=CSC=C2)[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O
DB12362,Diaminopropanol tetraacetic acid,approved; investigational,OC(CN(CC(O)=O)CC(O)=O)CN(CC(O)=O)CC(O)=O
DB12364,Betrixaban,approved; investigational,COC1=CC=C(NC(=O)C2=CC=C(C=C2)C(=N)N(C)C)C(=C1)C(=O)NC1=CC=C(Cl)C=N1
DB12371,Siponimod,approved; investigational,CCC1=CC(=CC=C1CN1CC(C1)C(O)=O)C(\C)=N\OCC1=CC=C(C2CCCCC2)C(=C1)C(F)(F)F
DB12377,Relebactam,approved; investigational,OS(=O)(=O)ON1[C@H]2C[N@]([C@@H](CC2)C(=O)NC2CCNCC2)C1=O
DB12401,Bromperidol,approved; investigational,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Br)C=C1
DB12404,Remimazolam,approved; investigational,COC(=O)CC[C@@H]1N=C(C2=CC=CC=N2)C2=CC(Br)=CC=C2N2C(C)=CN=C12
DB12407,Iobitridol,approved; investigational,CN(CC(O)CO)C(=O)C1=C(I)C(C(=O)N(C)CC(O)CO)=C(I)C(NC(=O)C(CO)CO)=C1I
DB12434,Steviolbioside,approved; investigational,C[C@@]12CCC[C@](C)([C@H]1CC[C@@]13CC(=C)[C@@](C1)(CC[C@@H]23)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(O)=O
DB12455,Omadacycline,approved; investigational,[H][C@@]12CC3=C(C=C(CNCC(C)(C)C)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2)N(C)C
DB12457,Rimegepant,approved; investigational,N[C@H]1[C@@H](CC[C@@H](OC(=O)N2CCC(CC2)N2C(=O)NC3=NC=CC=C23)C2=C1C=CC=N2)C1=C(F)C(F)=CC=C1
DB12466,Favipiravir,approved; investigational,NC(=O)C1=NC(F)=CN=C1O
DB12473,Taurolidine,approved; investigational,O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1
DB12474,Lynestrenol,approved; investigational,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C
DB12483,Copanlisib,approved; investigational,COC1=C(OCCCN2CCOCC2)C=CC2=C1N=C(NC(=O)C1=CN=C(N)N=C1)N1CCN=C21
DB12492,Piritramide,approved; investigational,NC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)N1CCCCC1
DB12499,Clascoterone,approved; investigational,[H][C@@]12CC[C@](OC(=O)CC)(C(=O)CO)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DB12500,Fedratinib,approved; investigational,CC1=CN=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1NC1=CC=CC(=C1)S(=O)(=O)NC(C)(C)C
DB12523,Mizolastine,approved; investigational,CN(C1CCN(CC1)C1=NC2=C(C=CC=C2)N1CC1=CC=C(F)C=C1)C1=NC=CC(=O)N1
DB12529,Nitrite,approved; investigational,[O-]N=O
DB12532,Oxetacaine,approved; investigational,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC1=CC=CC=C1)C(C)(C)CC1=CC=CC=C1
DB12537,Benzodiazepine,approved; investigational,N1N=CC=CC2=CC=CC=C12
DB12554,Mebeverine,approved; investigational,CCN(CCCCOC(=O)C1=CC(OC)=C(OC)C=C1)C(C)CC1=CC=C(OC)C=C1
DB12602,Pentetreotide,approved; investigational,C[C@@H](O)[C@@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CC(O)=O)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@H](CC2=CNC3=CC=CC=C23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1
DB12612,Ozanimod,approved; investigational,CC(C)OC1=C(C=C(C=C1)C1=NC(=NO1)C1=C2CC[C@H](NCCO)C2=CC=C1)C#N
DB12615,Plazomicin,approved; investigational,CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@@H](C[C@H](N)[C@@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H]2O)NC(=O)[C@@H](O)CCN)OC[C@]1(C)O
DB12667,Protionamide,approved; investigational,CCCC1=CC(=CC=N1)C(N)=S
DB12674,Lurbinectedin,approved; investigational,[H][C@@]12[C@@H]3SC[C@]4(NCCC5=C4NC4=CC=C(OC)C=C54)C(=O)OC[C@H](N1[C@@H](O)[C@@H]1CC4=CC(C)=C(OC)C(O)=C4[C@@]2([H])N1C)C1=C2OCOC2=C(C)C(OC(C)=O)=C31
DB12710,Perazine,approved; investigational,CN1CCN(CCCN2C3=CC=CC=C3SC3=CC=CC=C23)CC1
DB12713,Sotagliflozin,approved; investigational,CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@@H]2O[C@H](SC)[C@@H](O)[C@H](O)[C@H]2O)C=C1
DB12728,Fenpropidin,approved; experimental,CC(CN1CCCCC1)CC1=CC=C(C=C1)C(C)(C)C
DB12754,Iodide,approved; experimental,[I-]
DB12767,Gaxilose,approved; investigational,OC[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C=O
DB12783,Benserazide,approved; investigational,NC(CO)C(=O)NNCC1=C(O)C(O)=C(O)C=C1
DB12789,Dinoprost,approved; investigational,[H]\C(CCCC(O)=O)=C(/[H])C[C@@]1([H])[C@@]([H])(O)C[C@@]([H])(O)[C@]1([H])C(\[H])=C(/[H])[C@@]([H])(O)CCCCC
DB12792,Boscalid,approved; experimental,ClC1=CC=C(C=C1)C1=C(NC(=O)C2=C(Cl)N=CC=C2)C=CC=C1
DB12808,Trifarotene,approved; investigational,CC(C)(C)C1=CC(=CC=C1N1CCCC1)C1=CC(=CC=C1OCCO)C1=CC=C(C=C1)C(O)=O
DB12821,Perflubutane,approved; investigational,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DB12825,Lefamulin,approved; investigational,[H][C@@]12C(=O)CC[C@]11CCC(C)[C@@]2(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]1C)OC(=O)CS[C@@H]1CC[C@@H](N)C[C@H]1O
DB12834,Secnidazole,approved,CC(O)CN1C(C)=NC=C1N(=O)=O
DB12839,Pegvaliase,approved; investigational,COCCOCCCCCC(=O)NCCCC[C@H](N)C(O)=O
DB12865,Etelcalcetide,approved; investigational,C[C@@H](NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](C)NC(=O)[C@@H](CSSC[C@H](N)C(O)=O)NC(C)=O)C(=O)N[C@H](CCCNC(N)=N)C(N)=O
DB12867,Benperidol,approved; investigational,OC1=NC2=CC=CC=C2N1C1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1
DB12877,Oxatomide,approved; investigational,O=C1NC2=C(C=CC=C2)N1CCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1
DB12887,Tazemetostat,approved; investigational,CCN(C1CCOCC1)C1=C(C)C(=CC(=C1)C1=CC=C(CN2CCOCC2)C=C1)C(=O)NCC1=C(C)C=C(C)NC1=O
DB12911,Nicoboxil,approved; investigational,CCCCOCCOC(=O)C1=CN=CC=C1
DB12924,Ozenoxacin,approved; investigational,CNC1=NC=C(C=C1C)C1=CC=C2C(=O)C(=CN(C3CC3)C2=C1C)C(O)=O
DB12938,Isoxaflutole,approved; experimental; investigational,[H]C1=NOC(=C1C(=O)C1=C(C([H])=C(C([H])=C1[H])C(F)(F)F)S(=O)(=O)C([H])([H])[H])C1([H])C([H])([H])C1([H])[H]
DB12941,Darolutamide,approved; investigational,C[C@@H](CN1C=CC(=N1)C1=CC=C(C#N)C(Cl)=C1)NC(=O)C1=NNC(=C1)C(C)O
DB12942,Lactitol,approved; investigational,OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO
DB12945,Dihydralazine,approved; experimental,NNC1=C2C=CC=CC2=C(NN)N=N1
DB12952,Methylprednisone,approved; investigational,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)CC(=O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12
DB12954,Terizidone,approved; investigational,O=C1NOCC1\N=C\C1=CC=C(\C=N\C2CONC2=O)C=C1
DB12965,Silver,approved; investigational,[Ag]
DB12978,Pexidartinib,approved; investigational,FC(F)(F)C1=CC=C(CNC2=NC=C(CC3=CNC4=NC=C(Cl)C=C34)C=C2)C=N1
DB12982,Silicon,approved; investigational,[Si]
DB13063,Parthenolide,approved; investigational,C\C1=C/CC[C@@]2(C)O[C@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1
DB13074,Macimorelin,approved; investigational,CC(C)(N)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)NC=O
DB13076,Yttrium Y-90,approved; investigational,[90Y]
DB13100,Biguanide,approved; investigational,NC(=N)NC(N)=N
DB13114,Amitriptylinoxide,approved; investigational,CN(C)(=O)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12
DB13116,Norflurane,approved; experimental,FCC(F)(F)F
DB13117,Pentafluoropropane,approved; investigational,FC(F)CC(F)(F)F
DB13125,Lusutrombopag,approved; investigational,CCCCCCO[C@@H](C)C1=C(OC)C(=CC=C1)C1=CSC(NC(=O)C2=CC(Cl)=C(\C=C(/C)C(O)=O)C(Cl)=C2)=N1
DB13136,Fluindione,approved; investigational,FC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O
DB13139,Levosalbutamol,approved; investigational,CC(C)(C)NC[C@H](O)C1=CC(CO)=C(O)C=C1
DB13142,Calcium glubionate anhydrous,approved,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O[Ca]OC(=O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO
DB13146,Fluciclovine (18F),approved,N[C@]1(C[C@H]([18F])C1)C(O)=O
DB13153,Levomenol,approved; experimental,[H][C@@]1(CCC(C)=CC1)[C@@](C)(O)CCC=C(C)C
DB13154,Parachlorophenol,approved,OC1=CC=C(Cl)C=C1
DB13155,Esculin,approved,OC[C@H]1O[C@@H](OC2=C(O)C=C3OC(=O)C=CC3=C2)[C@H](O)[C@@H](O)[C@@H]1O
DB13156,Inosine pranobex,approved,C[C@@H](O)CN(C)C.C[C@@H](O)CN(C)C.C[C@@H](O)CN(C)C.CC(=O)NC1=CC=C(C=C1)C(O)=O.CC(=O)NC1=CC=C(C=C1)C(O)=O.CC(=O)NC1=CC=C(C=C1)C(O)=O.OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CNC2=O
DB13157,Sodium lauryl sulfoacetate,approved; experimental,[Na+].CCCCCCCCCCCCOC(=O)CS([O-])(=O)=O
DB13158,Clobetasone,approved,[H][C@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@]2(C)[C@@]1(O)C(=O)CCl
DB13163,Terpin hydrate,approved; experimental,O.CC(C)(O)[C@H]1CC[C@@](C)(O)CC1
DB13166,Zofenopril,approved,C[C@H](CSC(=O)C1=CC=CC=C1)C(=O)N1C[C@H](C[C@H]1C(O)=O)SC1=CC=CC=C1
DB13167,Alclofenac,approved; withdrawn,OC(=O)CC1=CC(Cl)=C(OCC=C)C=C1
DB13170,Plecanatide,approved; investigational,[H][C@@]12CSSC[C@H](NC(=O)CNC(=O)[C@@]([H])(NC(=O)[C@]([H])(CSSC[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N1)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC2=O)C(C)C)C(C)C)[C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(O)=O
DB13178,Inositol,approved; investigational; withdrawn,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O
DB13179,Troleandomycin,approved,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(C)=O)N(C)C)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O
DB13180,Gluconic Acid,approved; investigational,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O
DB13209,Bismuth subnitrate,approved,[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[O--].[Bi+3].[Bi+3].[Bi+3].[Bi+3].[Bi+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O
DB13211,Guanoxan,approved,NC(=N)NCC1COC2=C(O1)C=CC=C2
DB13213,Butaperazine,approved,CCCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1
DB13216,Oxolamine,approved,CCN(CC)CCC1=NC(=NO1)C1=CC=CC=C1
DB13218,Mandelic acid,approved,OC(C(O)=O)C1=CC=CC=C1
DB13219,Medifoxamine,approved,CN(C)CC(OC1=CC=CC=C1)OC1=CC=CC=C1
DB13221,Apronalide,approved,CC(C)C(CC=C)C(=O)NC(N)=O
DB13222,Tilbroquinol,approved,CC1=C2C=CC=NC2=C(O)C(Br)=C1
DB13225,Dibenzepin,approved,CN(C)CCN1C2=CC=CC=C2N(C)C2=CC=CC=C2C1=O
DB13228,Flosequinan,approved,CN1C=C(C(=O)C2=C1C=C(F)C=C2)S(C)=O
DB13231,Calcium lactate,approved; investigational; vet_approved,[Ca++].CC(O)C([O-])=O.CC(O)C([O-])=O
DB13235,Perboric acid,approved,OOB=O
DB13245,Thiram,approved; experimental,CN(C)C(=S)SSC(=S)N(C)C
DB13246,Quinupramine,approved,C1CN2CCC1C(C2)N1C2=CC=CC=C2CCC2=CC=CC=C12
DB13247,Pramiracetam,approved,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C
DB13248,Phthalylsulfathiazole,approved,OC(=O)C1=CC=CC=C1C(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1
DB13249,Magnesium silicate,approved,[O--].[O--].[O--].[Mg++].[Si+4]
DB13253,Proxibarbal,approved,CC(O)CC1(CC=C)C(=O)NC(=O)NC1=O
DB13256,Clothiapine,approved,CN1CCN(CC1)C1=NC2=CC=CC=C2SC2=C1C=C(Cl)C=C2
DB13257,Ferrous sulfate anhydrous,approved,[Fe++].[O-]S([O-])(=O)=O
DB13258,Etofamide,approved,CCOCCN(CC1=CC=C(OC2=CC=C(C=C2)[N+]([O-])=O)C=C1)C(=O)C(Cl)Cl
DB13259,Ethyl chloride,approved; experimental; investigational,CCCl
DB13262,Aceclidine,approved,CC(=O)OC1CN2CCC1CC2
DB13265,Hexobendine,approved,COC1=CC(=CC(OC)=C1OC)C(=O)OCCCN(C)CCN(C)CCCOC(=O)C1=CC(OC)=C(OC)C(OC)=C1
DB13267,Ritiometan,approved,OC(=O)CSC(SCC(O)=O)SCC(O)=O
DB13268,Acetarsol,approved; withdrawn,CC(=O)NC1=CC(=CC=C1O)[As](O)(O)=O
DB13269,Dichlorobenzyl alcohol,approved,OCC1=C(Cl)C=C(Cl)C=C1
DB13270,Dibekacin,approved,NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1
DB13273,Sultopride,approved,CCN1CCCC1CNC(=O)C1=CC(=CC=C1OC)S(=O)(=O)CC
DB13274,Micronomicin,approved,CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1
DB13277,Benziodarone,approved; withdrawn,CCC1=C(C(=O)C2=CC(I)=C(O)C(I)=C2)C2=CC=CC=C2O1
DB13278,Bucetin,approved; withdrawn,CCOC1=CC=C(NC(=O)CC(C)O)C=C1
DB13279,Carbocromen,approved; withdrawn,CCOC(=O)COC1=CC2=C(C=C1)C(C)=C(CCN(CC)CC)C(=O)O2
DB13282,Benzododecinium,approved,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1
DB13284,Meticrane,approved,CC1=CC2=C(C=C1S(N)(=O)=O)S(=O)(=O)CCC2
DB13286,Bumadizone,approved,CCCCC(C(O)=O)C(=O)N(NC1=CC=CC=C1)C1=CC=CC=C1
DB13288,Tromantadine,approved,CN(C)CCOCC(=O)NC12CC3CC(CC(C3)C1)C2
DB13292,Pimethixene,approved,CN1CCC(CC1)=C1C2=CC=CC=C2SC2=CC=CC=C12
DB13306,Chlorquinaldol,approved,CC1=NC2=C(C=C1)C(Cl)=CC(Cl)=C2O
DB13322,Hydrotalcite,approved; experimental; investigational,O.O.O.O.O.O.O.O.O.O.O.O.[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[O-]C([O-])=O
DB13323,Trichloroethylene,approved,ClC=C(Cl)Cl
DB13337,Pheneticillin,approved,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C)OC1=CC=CC=C1)C(O)=O
DB13345,Dihydroergocristine,approved; experimental,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C
DB13346,Bufexamac,approved; withdrawn,CCCCOC1=CC=C(CC(=O)NO)C=C1
DB13381,Sodium feredetate,approved,[Na+].[O-]C(=O)C[N+]12CC[N+]34CC(=O)O[Fe--]13(OC(=O)C2)OC(=O)C4
DB13421,Edoxudine,approved; investigational; withdrawn,CCC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O
DB13444,Ioxitalamic acid,approved,CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C1I
DB13501,Bendazac,approved; withdrawn,OC(=O)COC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12
DB13520,Metergoline,approved,[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@@]1([H])C[C@@H](CNC(=O)OCC1=CC=CC=C1)CN2C
DB13532,Cyclopenthiazide,approved,NS(=O)(=O)C1=CC2=C(NC(CC3CCCC3)NS2(=O)=O)C=C1Cl
DB13583,Mephenesin,approved,CC1=CC=CC=C1OCC(O)CO
DB13595,Almasilate,approved; experimental,O.[Mg++].[Al+3].[Al+3].[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-]
DB13615,Mifamurtide,approved; experimental,O.[Na+].CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H](NC(C)=O)C=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC
DB13620,Potassium gluconate,approved,[K+].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O
DB13624,Methoxyphenamine,approved,CNC(C)CC1=CC=CC=C1OC
DB13628,Ethyl hydroxybenzoate,approved; experimental,CCOC(=O)C1=CC=C(O)C=C1
DB13657,Benorilate,approved,CC(=O)NC1=CC=C(OC(=O)C2=CC=CC=C2OC(C)=O)C=C1
DB13680,Naftazone,approved,NC(=O)N\N=C1/C=CC2=CC=CC=C2C1=O
DB13682,Cefpirome,approved,[H][C@]12SCC(C[N+]3=C4CCCC4=CC=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C([O-])=O
DB13707,Sodium tartrate,approved,[Na+].[Na+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O
DB13711,Tritoqualine,approved,CCOC1=C(OCC)C(OCC)=C(N)C2=C1C(OC2=O)C1N(C)CCC2=CC3=C(OCO3)C(OC)=C12
DB13720,Diphemanil,approved; vet_approved; withdrawn,C[N+]1(C)CCC(CC1)=C(C1=CC=CC=C1)C1=CC=CC=C1
DB13743,Sodium aurotiosulfate,approved; experimental,O.O.[Na+].[Na+].[Na+].[Au+].[O-]S([S-])(=O)=O.[O-]S([S-])(=O)=O
DB13747,Trolamine,approved,OCCN(CCO)CCO
DB13749,Magnesium gluconate,approved; investigational,O.O.[Mg++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O
